X,Y,X,Y,name
600690.586912905,6754211.6805261,-139.1433855328,60.9102072342,G02_Z7A_ZZ08
601194.759075718,6754171.03760883,-139.1341163016,60.9097140624,G02_Z7B_ZZ01
601209.628342437,6754210.8514182,-139.1338214162,60.9100675236,G02_Z7B_ZZ02
601169.517239805,6754210.77131418,-139.1345605956,60.9100770508,G02_Z7B_ZZ03
601209.884212415,6754198.11788798,-139.1338233821,60.9099531969,G02_Z7B_ZZ04
601169.522872733,6754184.33426068,-139.1345743569,60.9098398226,G02_Z7B_ZZ05
601209.698087186,6754170.93204497,-139.1338410752,60.9097092987,G02_Z7B_ZZ06
601169.696152962,6754170.74890414,-139.1345782887,60.9097178733,G02_Z7B_ZZ07
601183.378014987,6754211.05966433,-139.1343050283,60.9100760981,G02_Z7B_ZZ08
600876.669676103,6753770.85233976,-139.1401870091,60.9062042088,G02_Z7C_ZZ01
600891.544415049,6753810.66475536,-139.1398921237,60.90655767,G02_Z7C_ZZ02
600851.428930672,6753810.58827934,-139.1406313031,60.9065671972,G02_Z7C_ZZ03
600891.79908102,6753797.93122877,-139.1398940896,60.9064433434,G02_Z7C_ZZ04
600851.43200694,6753784.15126894,-139.1406450644,60.9063299691,G02_Z7C_ZZ05
600891.610306073,6753770.74543599,-139.1399117827,60.9061994452,G02_Z7C_ZZ06
600851.603986684,6753770.56591327,-139.1406489963,60.9062080198,G02_Z7C_ZZ07
600865.291245222,6753810.87537548,-139.1403757358,60.9065662445,G02_Z7C_ZZ08
596839.972060461,6739987.50026102,-139.2214534947,60.7835228096,G04_Z1A_ZZ01
596880.479721962,6739974.79667637,-139.2207162812,60.7833989557,G04_Z1A_ZZ02
596839.938797121,6739961.06392295,-139.221467256,60.7832855814,G04_Z1A_ZZ03
596880.252839817,6739947.6118092,-139.2207339743,60.7831550575,G04_Z1A_ZZ04
596840.092762015,6739947.4787209,-139.2214711878,60.7831636321,G04_Z1A_ZZ05
596853.88797017,6739987.77126168,-139.2211979273,60.7835218569,G04_Z1A_ZZ06
596865.255024616,6739947.73606064,-139.2210092007,60.7831598212,G04_Z1A_ZZ07
596880.241588187,6739987.5301787,-139.2207143153,60.7835132824,G04_Z1A_ZZ08
596959.424689843,6739942.83427359,-139.2192831381,60.7830929142,G04_Z1B_ZZ01
596999.933318708,6739930.13204687,-139.2185459246,60.7829690604,G04_Z1B_ZZ02
596959.392287311,6739916.39793951,-139.2192968994,60.7828556861,G04_Z1B_ZZ03
596999.707319417,6739902.94716594,-139.2185636177,60.7827251622,G04_Z1B_ZZ04
596959.546697053,6739902.81273948,-139.2193008312,60.7827337368,G04_Z1B_ZZ05
596973.340780921,6739943.10573799,-139.2190275707,60.7830919615,G04_Z1B_ZZ06
596984.709295482,6739903.07090655,-139.2188388441,60.7827299258,G04_Z1B_ZZ07
596999.694766996,6739942.86553305,-139.2185439587,60.783083387,G04_Z1B_ZZ08
597510.103051195,6739826.93069802,-139.2092334435,60.7819183478,G04_Z1C_ZZ01
597550.615142468,6739814.23468736,-139.20849623,60.781794494,G04_Z1C_ZZ02
597510.074660776,6739800.49432851,-139.2092472048,60.7816811197,G04_Z1C_ZZ03
597550.393261575,6739787.04974033,-139.2085139231,60.7815505958,G04_Z1C_ZZ04
597510.23113875,6739786.90913657,-139.2092511366,60.7815591704,G04_Z1C_ZZ05
597524.019622622,6739827.20430304,-139.2089778762,60.7819173951,G04_Z1C_ZZ06
597535.394650579,6739787.17118535,-139.2087891495,60.7815553595,G04_Z1C_ZZ07
597550.374648637,6739826.96815151,-139.2084942641,60.7819088206,G04_Z1C_ZZ08
596360.635392628,6739985.66272318,-139.2302528751,60.7836226073,G04_Z2A_ZZ01
596401.14117984,6739972.95373079,-139.2295156616,60.7834987535,G04_Z2A_ZZ02
596360.598587723,6739959.22643062,-139.2302666364,60.7833853792,G04_Z2A_ZZ03
596400.910656985,6739945.76892484,-139.2295333547,60.7832548553,G04_Z2A_ZZ04
596360.750732093,6739945.64122328,-139.2302705682,60.7832634299,G04_Z2A_ZZ05
596374.551274035,6739985.93185687,-139.2299973078,60.7836216546,G04_Z2A_ZZ06
596385.912922494,6739945.89517663,-139.2298085811,60.7832596189,G04_Z2A_ZZ07
596400.904753156,6739985.68723952,-139.2295136957,60.7836130801,G04_Z2A_ZZ08
596320.312813933,6739745.22847503,-139.2311119746,60.7814747259,G04_Z2B_ZZ01
596334.114724843,6739785.51893314,-139.2308387141,60.7818329506,G04_Z2B_ZZ02
596345.476406983,6739745.48213184,-139.2306499875,60.7814709149,G04_Z2B_ZZ03
596360.469660039,6739785.27400524,-139.2303551021,60.7818243761,G04_Z2B_ZZ04
596320.198060345,6739785.24996334,-139.2310942815,60.7818339033,G04_Z2B_ZZ05
596360.705911411,6739772.54049784,-139.230357068,60.7817100495,G04_Z2B_ZZ06
596320.160862154,6739758.81367977,-139.2311080428,60.7815966752,G04_Z2B_ZZ07
596360.474973402,6739745.35570339,-139.2303747611,60.7814661513,G04_Z2B_ZZ08
596359.749206795,6739665.01958366,-139.2304278405,60.7807453972,G04_Z2C_ZZ01
596373.551044614,6739705.31020262,-139.23015458,60.781103622,G04_Z2C_ZZ02
596384.91337625,6739665.2735247,-139.2299658533,60.7807415863,G04_Z2C_ZZ03
596399.906588481,6739705.06556074,-139.2296709679,60.7810950475,G04_Z2C_ZZ04
596359.634070857,6739705.04108202,-139.2304101473,60.7811045747,G04_Z2C_ZZ05
596400.142967989,6739692.33204477,-139.2296729338,60.7809807208,G04_Z2C_ZZ06
596359.597120907,6739678.60478675,-139.2304239087,60.7808673465,G04_Z2C_ZZ07
596399.912280691,6739665.14724765,-139.229690627,60.7807368226,G04_Z2C_ZZ08
595922.608717607,6740388.00359196,-139.238094861,60.7873389555,G04_Z3A_ZZ01
595936.412121081,6740428.29252699,-139.2378216005,60.7876971802,G04_Z3A_ZZ02
595947.767723201,6740388.25449749,-139.2376328738,60.7873351446,G04_Z3A_ZZ03
595962.762200306,6740428.04471709,-139.2373379884,60.7876886058,G04_Z3A_ZZ04
595922.497988834,6740428.02509633,-139.2380771678,60.787698133,G04_Z3A_ZZ05
595962.997136426,6740415.31117512,-139.2373399543,60.7875742791,G04_Z3A_ZZ06
595922.458151032,6740401.58881073,-139.2380909292,60.7874609048,G04_Z3A_ZZ07
595962.763519354,6740388.1264112,-139.2373576475,60.7873303809,G04_Z3A_ZZ08
595720.876136645,6740147.36927384,-139.2419165758,60.785228065,G04_Z3B_ZZ01
595734.68288065,6740187.65739188,-139.2416433153,60.7855862897,G04_Z3B_ZZ02
595746.036794098,6740147.61873351,-139.2414545887,60.785224254,G04_Z3B_ZZ03
595761.034659278,6740187.40806859,-139.2411597033,60.7855777152,G04_Z3B_ZZ04
595720.767819045,6740187.39074343,-139.2418988827,60.7855872424,G04_Z3B_ZZ05
595761.268839326,6740174.67453385,-139.2411616692,60.7854633886,G04_Z3B_ZZ06
595720.726382911,6740160.95449107,-139.241912644,60.7853500143,G04_Z3B_ZZ07
595761.033566225,6740147.48980364,-139.2411793623,60.7852194904,G04_Z3B_ZZ08
595965.377387638,6740549.95000508,-139.2372298638,60.7887819463,G04_Z3C_ZZ01
595979.179576856,6740590.23913311,-139.2369566033,60.7891401711,G04_Z3C_ZZ02
595990.535256084,6740550.20122112,-139.2367678767,60.7887781354,G04_Z3C_ZZ03
596005.528478619,6740589.99163729,-139.2364729912,60.7891315966,G04_Z3C_ZZ04
595965.26606726,6740589.97151933,-139.2372121707,60.7891411238,G04_Z3C_ZZ05
596005.763592292,6740577.2580946,-139.2364749571,60.7890172699,G04_Z3C_ZZ06
595965.226627158,6740563.53522585,-139.237225932,60.7889038956,G04_Z3C_ZZ07
596005.530387238,6740550.07332006,-139.2364926503,60.7887733717,G04_Z3C_ZZ08
595680.742342117,6740750.14525275,-139.242356938,60.7906470031,G04_Z4A_ZZ01
595694.546785068,6740790.4332702,-139.2420836775,60.7910052279,G04_Z4A_ZZ02
595705.898751545,6740750.39447623,-139.2418949509,60.7906431922,G04_Z4A_ZZ03
595720.894114436,6740790.18368754,-139.2416000655,60.7909966534,G04_Z4A_ZZ04
595680.634072603,6740790.16675846,-139.2423392449,60.7910061806,G04_Z4A_ZZ05
595721.128245402,6740777.45014289,-139.2416020314,60.7908823268,G04_Z4A_ZZ06
595680.592623883,6740763.73047957,-139.2423530062,60.7907689524,G04_Z4A_ZZ07
595720.892991647,6740750.26539877,-139.2416197245,60.7906384286,G04_Z4A_ZZ08
595681.273950206,6740346.46292139,-139.2425456647,60.7870242441,G04_Z4B_ZZ01
595695.080227326,6740386.75089828,-139.2422724042,60.7873824688,G04_Z4B_ZZ02
595706.433205445,6740346.71211401,-139.2420836775,60.7870204331,G04_Z4B_ZZ03
595721.430533196,6740386.50129521,-139.2417887921,60.7873738943,G04_Z4B_ZZ04
595681.165948702,6740386.48439774,-139.2425279715,60.7873834215,G04_Z4B_ZZ05
595721.664603226,6740373.76775625,-139.241790758,60.7872595677,G04_Z4B_ZZ06
595681.124308252,6740360.04814207,-139.2425417329,60.7871461934,G04_Z4B_ZZ07
595721.429130994,6740346.58302469,-139.2418084512,60.7870156695,G04_Z4B_ZZ08
595442.185933672,6740749.75079834,-139.2467369692,60.7907007316,G04_Z4C_ZZ01
595455.993032534,6740790.03786058,-139.2464637087,60.7910589563,G04_Z4C_ZZ02
595467.342303507,6740749.99834196,-139.2462749821,60.7906969207,G04_Z4C_ZZ03
595482.340286382,6740789.78651882,-139.2459800967,60.7910503818,G04_Z4C_ZZ04
595442.080333383,6740789.77227796,-139.2467192761,60.791059909,G04_Z4C_ZZ05
595482.573567735,6740777.05296559,-139.2459820626,60.7909360552,G04_Z4C_ZZ06
595442.037121653,6740763.33602763,-139.2467330374,60.7908226809,G04_Z4C_ZZ07
595482.336501793,6740749.86825225,-139.2459997557,60.790692157,G04_Z4C_ZZ08
595122.01587783,6740709.99473244,-139.2526346773,60.7904205964,G04_Z5A_ZZ01
595135.826719569,6740750.28052438,-139.2523614168,60.7907788211,G04_Z5A_ZZ02
595147.17247085,6740710.24000808,-139.2521726902,60.7904167854,G04_Z5A_ZZ03
595162.174160816,6740750.02681933,-139.2518778048,60.7907702466,G04_Z5A_ZZ04
595121.913885545,6740750.01619001,-139.2526169842,60.7907797738,G04_Z5A_ZZ05
595162.406295807,6740737.29325521,-139.2518797707,60.79065592,G04_Z5A_ZZ06
595121.86828964,6740723.57996438,-139.2526307455,60.7905425457,G04_Z5A_ZZ07
595162.166776653,6740710.10858455,-139.2518974638,60.7904120218,G04_Z5A_ZZ08
595202.757074555,6741151.71201429,-139.2509361374,60.7943652663,G04_Z5B_ZZ01
595216.565005432,6741191.9981714,-139.2506628769,60.7947234911,G04_Z5B_ZZ02
595227.910579376,6741151.95789546,-139.2504741502,60.7943614554,G04_Z5B_ZZ03
595242.909227713,6741191.74508853,-139.2501792648,60.7947149166,G04_Z5B_ZZ04
595202.653891533,6741191.73350843,-139.2509184442,60.7947244438,G04_Z5B_ZZ05
595243.141719023,6741179.01150994,-139.2501812307,60.7946005899,G04_Z5B_ZZ06
595202.609094282,6741165.29725214,-139.2509322056,60.7944872156,G04_Z5B_ZZ07
595242.903044662,6741151.82681466,-139.2501989239,60.7943566917,G04_Z5B_ZZ08
595521.77540488,6741152.96147688,-139.2450777473,60.794300043,G04_Z5C_ZZ01
595535.579775441,6741193.24888542,-139.2448044869,60.7946582677,G04_Z5C_ZZ02
595546.928952388,6741153.20959335,-139.2446157602,60.794296232,G04_Z5C_ZZ03
595561.92409337,6741192.9981551,-139.2443208748,60.7946496932,G04_Z5C_ZZ04
595521.668646567,6741192.98297989,-139.2450600542,60.7946592204,G04_Z5C_ZZ05
595562.157720843,6741180.26459907,-139.2443228407,60.7945353666,G04_Z5C_ZZ06
595521.626212414,6741166.54671149,-139.2450738155,60.7944219923,G04_Z5C_ZZ07
595561.921476095,6741153.07986268,-139.2443405338,60.7942914684,G04_Z5C_ZZ08
595015.707065396,6741433.76484206,-139.2542329562,60.7969411099,G04_Z6A_ZZ01
595027.049769175,6741393.72394195,-139.2540442295,60.7965790742,G04_Z6A_ZZ02
595042.049442298,6741433.51029259,-139.2537493441,60.7969325354,G04_Z6A_ZZ03
595001.796905251,6741433.5009536,-139.2544885235,60.7969420626,G04_Z6A_ZZ04
595042.281255319,6741420.77671457,-139.25375131,60.7968182088,G04_Z6A_ZZ05
595001.750736783,6741407.06471587,-139.2545022849,60.7967048345,G04_Z6A_ZZ06
595042.041190093,6741393.59203779,-139.2537690031,60.7965743106,G04_Z6A_ZZ07
595001.898000666,6741393.4794723,-139.2545062167,60.7965828852,G04_Z6A_ZZ08
595015.298338481,6741674.44855247,-139.2541228656,60.7991011053,G04_Z6B_ZZ01
595026.640435193,6741634.40764617,-139.253934139,60.7987390696,G04_Z6B_ZZ02
595041.638938344,6741674.19401433,-139.2536392536,60.7990925308,G04_Z6B_ZZ03
595001.389110001,6741674.18465769,-139.254378433,60.799102058,G04_Z6B_ZZ04
595041.870787176,6741661.46043291,-139.2536412195,60.7989782042,G04_Z6B_ZZ05
595001.343056788,6741647.7484128,-139.2543921943,60.7988648299,G04_Z6B_ZZ06
595041.630847857,6741634.27574854,-139.2536589126,60.798734306,G04_Z6B_ZZ07
595001.490365596,6741634.16316556,-139.2543961261,60.7987428806,G04_Z6B_ZZ08
594935.888625211,6741633.43305037,-139.2556012245,60.7987519845,G04_Z6C_ZZ01
594947.22993132,6741593.39190017,-139.2554124978,60.7983899488,G04_Z6C_ZZ02
594962.229506315,6741633.1779243,-139.2551176124,60.79874341,G04_Z6C_ZZ03
594921.97924741,6741633.16946636,-139.2558567918,60.7987529372,G04_Z6C_ZZ04
594962.461065907,6741620.44434063,-139.2551195783,60.7986290834,G04_Z6C_ZZ05
594921.932588068,6741606.73322857,-139.2558705531,60.7985157091,G04_Z6C_ZZ06
594962.220501235,6741593.25966787,-139.2551372714,60.7983851852,G04_Z6C_ZZ07
594922.079587223,6741593.14798116,-139.2558744849,60.7983937598,G04_Z6C_ZZ08
595336.635529401,6742036.10731405,-139.2480442945,60.8022697666,G04_Z7A_ZZ01
595347.98036765,6741996.06740289,-139.2478555678,60.801907731,G04_Z7A_ZZ02
595362.973578372,6742035.85516762,-139.2475606824,60.8022611921,G04_Z7A_ZZ03
595322.727689077,6742035.84215593,-139.2482998619,60.8022707193,G04_Z7A_ZZ04
595363.206628111,6742023.1215926,-139.2475626483,60.8021468655,G04_Z7A_ZZ05
595322.684180702,6742009.40587646,-139.2483136232,60.8020334912,G04_Z7A_ZZ06
595362.969319141,6741995.93685503,-139.2475803415,60.8019029673,G04_Z7A_ZZ07
595322.832780516,6741995.82062697,-139.248317555,60.8019115419,G04_Z7A_ZZ08
595480.966219474,6741914.39219391,-139.2454532348,60.8011428904,G04_Z7B_ZZ01
595521.447132364,6741901.67339889,-139.2447160212,60.8010190365,G04_Z7B_ZZ02
595480.923823969,6741887.95589544,-139.2454669961,60.8009056622,G04_Z7B_ZZ03
595521.210960607,6741874.48864475,-139.2447337144,60.8007751383,G04_Z7B_ZZ04
595481.073001586,6741874.37064943,-139.2454709279,60.8007837129,G04_Z7B_ZZ05
595494.874542515,6741914.65796446,-139.2451976674,60.8011419377,G04_Z7B_ZZ06
595506.221471341,6741874.61853267,-139.2450089407,60.800779902,G04_Z7B_ZZ07
595521.21353742,6741914.40697765,-139.2447140553,60.8011333632,G04_Z7B_ZZ08
595242.042798525,6741754.1126418,-139.2499197657,60.799761805,G04_Z7C_ZZ01
595282.52454024,6741741.39113283,-139.2491825522,60.7996379511,G04_Z7C_ZZ02
595241.998561772,6741727.67636566,-139.249933527,60.7995245768,G04_Z7C_ZZ03
595282.286472359,6741714.20641476,-139.2492002453,60.7993940529,G04_Z7C_ZZ04
595242.146800463,6741714.09111964,-139.2499374588,60.7994026275,G04_Z7C_ZZ05
595255.951730757,6741754.37747652,-139.2496641983,60.7997608523,G04_Z7C_ZZ06
595267.296350082,6741714.33731079,-139.2494754717,60.7993988166,G04_Z7C_ZZ07
595282.29182139,6741754.12471791,-139.2491805863,60.7997522778,G04_Z7C_ZZ08
